route_id,service_id,trip_id,shape_id
17,TAL_PE_K7_2015,4329773461,1231215924065
17,TAL_PE_K7_2015,4329373461,1231140651592
17,TAL_PE_K7_2015,4329843461,1231215924065
17,TAL_PE_K7_2015,4329443461,1231140651592
17,TAL_PE_K7_2015,4329913461,1231215924065
17,TAL_PE_K7_2015,4330183461,1231140651592
9,TAL_PE_K9_2015,4346183478,1259140450007
9,TAL_PE_K9_2015,4345503478,1265200074430
9,TAL_PE_K9_2015,4344823478,1265144300007
9,TAL_PE_K9_2015,4346333478,1259200074045
9,TAL_PE_K9_2015,4344873478,1259140450007
9,TAL_PE_K9_2015,4345593478,1259200074045
9,TAL_PE_K9_2015,4344913478,1259140450007
9,TAL_PE_K9_2015,4345633478,1259200074045
9,TAL_PE_K9_2015,4344953478,1259140450007
9,TAL_PE_K9_2015,4345673478,1259200074045
9,TAL_PE_K9_2015,4344993478,1259140450007
9,TAL_PE_K9_2015,4345713478,1259200074045
9,TAL_PE_K9_2015,4345033478,1259140450007
9,TAL_PE_K9_2015,4346343478,1259200074045
9,TAL_PE_K9_2015,4346503478,1259140450007
9,TAL_PE_K9_2015,4345803478,1265200074430
9,TAL_PE_K9_2015,4345123478,1265144300007
9,TAL_PE_K9_2015,4346433478,1259200074045
9,TAL_PE_K9_2015,4346593478,1259140450007
9,TAL_PE_K9_2015,4345893478,1259200074045
9,TAL_PE_K9_2015,4344763478,1265144300007
9,TAL_PE_K9_2015,4345493478,1265200074430
9,TAL_PE_K9_2015,4344803478,1265144300007
9,TAL_PE_K9_2015,4346313478,1259200074045
9,TAL_PE_K9_2015,4346253478,1259140450007
9,TAL_PE_K9_2015,4345573478,1259200074045
9,TAL_PE_K9_2015,4344893478,1259140450007
9,TAL_PE_K9_2015,4345613478,1259200074045
9,TAL_PE_K9_2015,4344933478,1259140450007
9,TAL_PE_K9_2015,4345653478,1259200074045
9,TAL_PE_K9_2015,4344973478,1259140450007
9,TAL_PE_K9_2015,4345693478,1259200074045
9,TAL_PE_K9_2015,4345013478,1259140450007
9,TAL_PE_K9_2015,4345733478,1259200074045
9,TAL_PE_K9_2015,4345053478,1259140450007
9,TAL_PE_K9_2015,4346363478,1259200074045
9,TAL_PE_K9_2015,4346523478,1259140450007
9,TAL_PE_K9_2015,4345823478,1265200074430
9,TAL_PE_K9_2015,4345143478,1265144300007
9,TAL_PE_K9_2015,4346453478,1259200074045
9,TAL_PE_K9_2015,4346613478,1259140450007
9,TAL_PE_K9_2015,4345913478,1259200074045
9,TAL_PE_K9_2015,4344703478,1259140450007
9,TAL_PE_K9_2015,4345423478,1259200074045
9,TAL_PE_K9_2015,4344733478,1259140450007
9,TAL_PE_K9_2015,4345463478,1259200074045
9,TAL_PE_K9_2015,4344773478,1259140450007
9,TAL_PE_K9_2015,4346283478,1259200074045
9,TAL_PE_K9_2015,4346223478,1259140450007
9,TAL_PE_K9_2015,4345543478,1265200074430
9,TAL_PE_K9_2015,4344863478,1265144300007
9,TAL_PE_K9_2015,4345583478,1265200074430
9,TAL_PE_K9_2015,4344903478,1265144300007
9,TAL_PE_K9_2015,4345623478,1265200074430
9,TAL_PE_K9_2015,4344943478,1265144300007
9,TAL_PE_K9_2015,4345663478,1265200074430
9,TAL_PE_K9_2015,4344983478,1265144300007
9,TAL_PE_K9_2015,4345703478,1265200074430
9,TAL_PE_K9_2015,4345023478,1265144300007
9,TAL_PE_K9_2015,4345743478,1265200074430
9,TAL_PE_K9_2015,4345063478,1265144300007
9,TAL_PE_K9_2015,4346373478,1259200074045
9,TAL_PE_K9_2015,4346533478,1259140450007
9,TAL_PE_K9_2015,4345833478,1259200074045
9,TAL_PE_K9_2015,4345153478,1259140450007
9,TAL_PE_K9_2015,4346463478,1259200074045
9,TAL_PE_K9_2015,4345203478,1259140450007
9,TAL_PE_K9_2015,4345923478,1259200074045
9,TAL_PE_K9_2015,4345243478,1259140450007
9,TAL_PE_K9_2015,4345963478,1259200074045
9,TAL_PE_K9_2015,4345283478,1259140450007
9,TAL_PE_K9_2015,4346003478,1259200074045
9,TAL_PE_K9_2015,4345323478,1259140450007
9,TAL_PE_K9_2015,4346033478,1259200074045
9,TAL_PE_K9_2015,4345353478,1259140450007
9,TAL_PE_K9_2015,4346063478,1259200074045
9,TAL_PE_K9_2015,4345393478,1259140450007
9,TAL_PE_K9_2015,4346123478,1259200074045
9,TAL_PE_K9_2015,4345403478,1259200074045
9,TAL_PE_K9_2015,4346093478,1259140450007
9,TAL_PE_K9_2015,4345413478,1259200074045
9,TAL_PE_K9_2015,4344713478,1259140450007
9,TAL_PE_K9_2015,4345443478,1259200074045
9,TAL_PE_K9_2015,4344753478,1259140450007
9,TAL_PE_K9_2015,4345483478,1259200074045
9,TAL_PE_K9_2015,4344793478,1259140450007
9,TAL_PE_K9_2015,4346303478,1259200074045
9,TAL_PE_K9_2015,4346243478,1259140450007
9,TAL_PE_K9_2015,4345563478,1259200074045
9,TAL_PE_K9_2015,4344883478,1259140450007
9,TAL_PE_K9_2015,4345603478,1259200074045
9,TAL_PE_K9_2015,4344923478,1259140450007
9,TAL_PE_K9_2015,4345643478,1259200074045
9,TAL_PE_K9_2015,4344963478,1259140450007
9,TAL_PE_K9_2015,4345683478,1259200074045
9,TAL_PE_K9_2015,4345003478,1259140450007
9,TAL_PE_K9_2015,4345723478,1259200074045
9,TAL_PE_K9_2015,4345043478,1259140450007
9,TAL_PE_K9_2015,4346353478,1259200074045
9,TAL_PE_K9_2015,4346513478,1259140450007
9,TAL_PE_K9_2015,4345813478,1259200074045
9,TAL_PE_K9_2015,4345133478,1259140450007
9,TAL_PE_K9_2015,4346443478,1259200074045
9,TAL_PE_K9_2015,4346603478,1259140450007
9,TAL_PE_K9_2015,4345903478,1265200074430
9,TAL_PE_K9_2015,4345223478,1265144300007
9,TAL_PE_K9_2015,4345943478,1265200074430
9,TAL_PE_K9_2015,4345263478,1265144300007
9,TAL_PE_K9_2015,4345983478,1265200074430
9,TAL_PE_K9_2015,4344723478,1259140450007
9,TAL_PE_K9_2015,4345453478,1259200074045
9,TAL_PE_K9_2015,4346163478,1259140450007
9,TAL_PE_K9_2015,4346263478,1259200074045
9,TAL_PE_K9_2015,4346203478,1259140450007
9,TAL_PE_K9_2015,4345523478,1265200074430
9,TAL_PE_K9_2015,4344843478,1265144300007
9,TAL_PE_K9_2015,4345753478,1259200074045
9,TAL_PE_K9_2015,4345073478,1259140450007
9,TAL_PE_K9_2015,4346383478,1259200074045
9,TAL_PE_K9_2015,4346543478,1259140450007
9,TAL_PE_K9_2015,4345843478,1265200074430
9,TAL_PE_K9_2015,4345163478,1265144300007
9,TAL_PE_K9_2015,4346473478,1259200074045
9,TAL_PE_K9_2015,4345213478,1259140450007
9,TAL_PE_K9_2015,4345933478,1259200074045
9,TAL_PE_K9_2015,4345253478,1259140450007
9,TAL_PE_K9_2015,4345973478,1259200074045
9,TAL_PE_K9_2015,4345293478,1259140450007
9,TAL_PE_K9_2015,4346013478,1265200074430
9,TAL_PE_K9_2015,4345333478,1265144300007
9,TAL_PE_K9_2015,4346043478,1265200074430
9,TAL_PE_K9_2015,4345363478,1265144300007
9,TAL_PE_K9_2015,4346073478,1265200074430
9,TAL_PE_K9_2015,4346173478,1259140450007
9,TAL_PE_K9_2015,4346273478,1259200074045
9,TAL_PE_K9_2015,4346213478,1259140450007
9,TAL_PE_K9_2015,4345533478,1259200074045
9,TAL_PE_K9_2015,4344853478,1259140450007
9,TAL_PE_K9_2015,4345783478,1265200074430
9,TAL_PE_K9_2015,4345103478,1265144300007
9,TAL_PE_K9_2015,4346413478,1259200074045
9,TAL_PE_K9_2015,4346573478,1259140450007
9,TAL_PE_K9_2015,4345873478,1259200074045
9,TAL_PE_K9_2015,4345193478,1259140450007
9,TAL_PE_K9_2015,4345433478,1259200074045
9,TAL_PE_K9_2015,4344743478,1265144300007
9,TAL_PE_K9_2015,4345473478,1265200074430
9,TAL_PE_K9_2015,4344783478,1265144300007
9,TAL_PE_K9_2015,4346293478,1259200074045
9,TAL_PE_K9_2015,4346233478,1259140450007
9,TAL_PE_K9_2015,4345553478,1259200074045
9,TAL_PE_K9_2015,4345773478,1259200074045
9,TAL_PE_K9_2015,4345093478,1259140450007
9,TAL_PE_K9_2015,4346403478,1259200074045
9,TAL_PE_K9_2015,4346563478,1259140450007
9,TAL_PE_K9_2015,4345863478,1265200074430
9,TAL_PE_K9_2015,4345183478,1265144300007
9,TAL_PE_K9_2015,4346493478,1259200074045
9,TAL_PE_K9_2015,4345233478,1259140450007
9,TAL_PE_K9_2015,4345953478,1259200074045
9,TAL_PE_K9_2015,4345273478,1259140450007
9,TAL_PE_K9_2015,4345993478,1259200074045
9,TAL_PE_K9_2015,4345313478,1259140450007
9,TAL_PE_K9_2015,4346023478,1259200074045
9,TAL_PE_K9_2015,4345343478,1259140450007
9,TAL_PE_K9_2015,4346053478,1259200074045
9,TAL_PE_K9_2015,4345373478,1259140450007
9,TAL_PE_K9_2015,4346083478,1259200074045
9,TAL_PE_K9_2015,4345383478,1259140450007
9,TAL_PE_K9_2015_Y,4346133478Y,1259200074045
9,TAL_PE_K9_2015_Y,4346103478Y,1259140450007
9,TAL_PE_K9_2015_Y,4346143478Y,1259200074045
9,TAL_PE_K9_2015_Y,4346113478Y,1259140450007
9,TAL_PE_K9_2015_Y,4346153478Y,1259200074045
9,TAL_PE_K9_2015,4346193478,1259140450007
9,TAL_PE_K9_2015,4345513478,1259200074045
9,TAL_PE_K9_2015,4344833478,1259140450007
9,TAL_PE_K9_2015,4345763478,1265200074430
9,TAL_PE_K9_2015,4345083478,1265144300007
9,TAL_PE_K9_2015,4346393478,1259200074045
9,TAL_PE_K9_2015,4346553478,1259140450007
9,TAL_PE_K9_2015,4345853478,1259200074045
9,TAL_PE_K9_2015,4345173478,1259140450007
9,TAL_PE_K9_2015,4346483478,1259200074045
90,TAL_PE_K9_2015,4346633478,1152200315338
90,TAL_PE_K9_2015,4346643478,1155153390035
9,TAL_PE_K9_2015,4344813478,1259140450007
9,TAL_PE_K9_2015,4346323478,1259200074045
9,TAL_PE_K9_2015,4346623478,1259140450007
9,TAL_PE_K9_2015,4345793478,1259200074045
9,TAL_PE_K9_2015,4345113478,1259140450007
9,TAL_PE_K9_2015,4346423478,1259200074045
9,TAL_PE_K9_2015,4346583478,1259140450007
9,TAL_PE_K9_2015,4345883478,1265200074430
3,TAL_PY_2015,4339333281,1242136151028
3,TAL_PY_2015,4339913281,1243210283615
3,TAL_PY_2015,4339353281,1242136151028
3,TAL_PY_2015,4339933281,1243210283615
3,TAL_PY_2015,4339373281,1242136151028
3,TAL_PY_2015,4339953281,1242210283615
3,TAL_PY_2015,4339433281,1242136151028
3,TAL_PY_2015,4340013281,1242210283615
3,TAL_PY_2015,4339503281,1242136151028
3,TAL_PY_2015,4340083281,1242210283615
3,TAL_PY_2015,4339583281,1242136151028
3,TAL_PY_2015,4340163281,1242210283615
3,TAL_PY_2015,4339663281,1242136151028
3,TAL_PY_2015,4340243281,1242210283615
3,TAL_PY_2015,4339743281,1242136151028
3,TAL_PY_2015,4340323281,1242210283615
3,TAL_PY_2015,4339813281,1242136151028
3,TAL_PY_2015,4340383281,1242210283615
3,TAL_PY_2015,4339873281,1242136151028
3,TAL_PY_2015,4340463281,1242210283615
3,TAL_PY_2015,4339413281,1242136151028
3,TAL_PY_2015,4339993281,1242210283615
3,TAL_PY_2015,4339483281,1242136151028
3,TAL_PY_2015,4340063281,1242210283615
3,TAL_PY_2015,4339563281,1242136151028
3,TAL_PY_2015,4340143281,1242210283615
3,TAL_PY_2015,4339643281,1242136151028
3,TAL_PY_2015,4340223281,1242210283615
3,TAL_PY_2015,4339723281,1242136151028
3,TAL_PY_2015,4340303281,1242210283615
3,TAL_PY_2015,4339793281,1242136151028
3,TAL_PY_2015,4340363281,1242210283615
3,TAL_PY_2015,4339853281,1242136151028
3,TAL_PY_2015,4340423281,1242210280002
3,TAL_PY_2015,4340433281,1241200023615
3,TAL_PY_2015,4339893281,1241136150015
3,TAL_PY_2015_Y,4340473281Y,1241200023615
3,TAL_PY_2015,4339903281,1243210283615
3,TAL_PY_2015,4339343281,1242136151028
3,TAL_PY_2015,4339923281,1243210283615
3,TAL_PY_2015,4339363281,1242136151028
3,TAL_PY_2015,4339943281,1243210283615
3,TAL_PY_2015,4339403281,1242136151028
3,TAL_PY_2015,4339983281,1242210283615
3,TAL_PY_2015,4339463281,1242136151028
3,TAL_PY_2015,4340043281,1242210283615
3,TAL_PY_2015,4339543281,1242136151028
3,TAL_PY_2015,4340123281,1242210283615
3,TAL_PY_2015,4339623281,1242136151028
3,TAL_PY_2015,4340203281,1242210283615
3,TAL_PY_2015,4339703281,1242136151028
3,TAL_PY_2015,4340283281,1242210283615
3,TAL_PY_2015,4339783281,1242136151028
3,TAL_PY_2015,4340353281,1242210283615
3,TAL_PY_2015,4339843281,1242136151028
3,TAL_PY_2015,4340413281,1242210283615
29,TAL_PY_2015,4385223281,1234100368710
29,TAL_PY_2015,4385513281,1234287105126
3,TAL_PY_2015,4339383281,1242136151028
3,TAL_PY_2015,4339963281,1242210283615
3,TAL_PY_2015,4339443281,1242136151028
3,TAL_PY_2015,4340023281,1242210283615
3,TAL_PY_2015,4339523281,1242136151028
3,TAL_PY_2015,4340103281,1242210283615
3,TAL_PY_2015,4339603281,1242136151028
3,TAL_PY_2015,4340183281,1242210283615
3,TAL_PY_2015,4339683281,1242136151028
3,TAL_PY_2015,4340263281,1242210283615
3,TAL_PY_2015,4339763281,1242136151028
3,TAL_PY_2015,4340333281,1242210283615
3,TAL_PY_2015,4339823281,1242136151028
3,TAL_PY_2015,4340393281,1242210283615
3,TAL_PY_2015,4339393281,1241136151028
3,TAL_PY_2015,4339973281,1241210283615
3,TAL_PY_2015,4339453281,1241136151028
3,TAL_PY_2015,4340033281,1241210283615
3,TAL_PY_2015,4339533281,1241136151028
3,TAL_PY_2015,4340113281,1241210283615
3,TAL_PY_2015,4339613281,1241136151028
3,TAL_PY_2015,4340193281,1241210283615
3,TAL_PY_2015,4339693281,1241136151028
3,TAL_PY_2015,4340273281,1241210283615
3,TAL_PY_2015,4339773281,1241136151028
3,TAL_PY_2015,4340343281,1241210283615
3,TAL_PY_2015,4339833281,1241136151028
3,TAL_PY_2015,4340403281,1241210283615
3,TAL_PY_2015,4339883281,1242136151028
3,TAL_PY_2015,4340443281,1243210280002
3,TAL_PY_2015_Y,4340493281Y,1242100151028
3,TAL_PY_2015_Y,4340453281Y,1243210280002
3,TAL_PY_2015_Y,4340483281Y,1241200023615
3,TAL_PY_2015,4339423281,1241136151028
3,TAL_PY_2015,4340003281,1241210283615
3,TAL_PY_2015,4339493281,1241136151028
3,TAL_PY_2015,4340073281,1241210283615
3,TAL_PY_2015,4339573281,1241136151028
3,TAL_PY_2015,4340153281,1241210283615
3,TAL_PY_2015,4339653281,1241136151028
3,TAL_PY_2015,4340233281,1241210283615
3,TAL_PY_2015,4339733281,1241136151028
3,TAL_PY_2015,4340313281,1241210283615
3,TAL_PY_2015,4339803281,1241136151028
3,TAL_PY_2015,4340373281,1241210283615
3,TAL_PY_2015,4339863281,1241136151028
3,TAL_PY_2015,4339473281,1241136151028
3,TAL_PY_2015,4340053281,1241210283615
3,TAL_PY_2015,4339553281,1241136151028
3,TAL_PY_2015,4340133281,1241210283615
3,TAL_PY_2015,4339633281,1241136151028
3,TAL_PY_2015,4340213281,1241210283615
3,TAL_PY_2015,4339713281,1241136151028
3,TAL_PY_2015,4340293281,1241210283615
3,TAL_PY_2015,4339513281,1241136151028
3,TAL_PY_2015,4340093281,1241210283615
3,TAL_PY_2015,4339593281,1241136151028
3,TAL_PY_2015,4340173281,1241210283615
3,TAL_PY_2015,4339673281,1241136151028
3,TAL_PY_2015,4340253281,1241210283615
3,TAL_PY_2015,4339753281,1241136151028
4Y,TAL_PY_2015,4358513281,1239200013699
4Y,TAL_PY_2015,4358523281,1239136990001
4Y,TAL_PY_2015,4358383281,1239200013699
4Y,TAL_PY_2015,4358433281,1239136990001
4Y,TAL_PY_2015,4358393281,1239200013699
4Y,TAL_PY_2015,4358443281,1239136990001
4Y,TAL_PY_2015,4358403281,1239200013699
4Y,TAL_PY_2015,4358453281,1239136990001
4Y,TAL_PY_2015,4358413281,1239200013699
4Y,TAL_PY_2015,4358463281,1239136990001
4Y,TAL_PY_2015,4358423281,1239200013699
4Y,TAL_PY_2015,4358373281,1239136990001
4,TAL_PY_2015,4359333281,1091200013699
4,TAL_PY_2015,4359063281,1091136990001
4,TAL_PY_2015,4359353281,1091200013699
4,TAL_PY_2015,4359083281,1091136990001
4,TAL_PY_2015,4359373281,1091200013699
4,TAL_PY_2015,4359103281,1091136990001
4,TAL_PY_2015,4359393281,1091200013699
4,TAL_PY_2015,4359123281,1091136990001
4,TAL_PY_2015,4359413281,1091200013699
4,TAL_PY_2015,4359143281,1091136990001
4,TAL_PY_2015,4359433281,1091200013699
4,TAL_PY_2015,4359163281,1091136990001
4,TAL_PY_2015,4359453281,1091200013699
4,TAL_PY_2015,4359183281,1091136990001
4,TAL_PY_2015,4359473281,1091200013699
4,TAL_PY_2015,4359203281,1091136990001
4,TAL_PY_2015,4359493281,1091200013699
4,TAL_PY_2015,4359223281,1091136990001
4,TAL_PY_2015,4359513281,1091200013699
4,TAL_PY_2015,4359243281,1091136990001
4,TAL_PY_2015,4359533281,1091200013699
4,TAL_PY_2015,4359263281,1091136990001
4,TAL_PY_2015,4359553281,1091200013699
4,TAL_PY_2015,4359283281,1091136990001
4,TAL_PY_2015,4359573281,1091200013699
4,TAL_PY_2015,4359303281,1091136990001
4,TAL_PY_2015,4359593281,1091200013699
4,TAL_PY_2015,4359323281,1091136990001
4Y,TAL_PY_2015,4358473281,1239200013699
4Y,TAL_PY_2015,4358493281,1239136990001
4Y,TAL_PY_2015_Y,4358483281Y,1239200013699
4Y,TAL_PY_2015_Y,4358503281Y,1239136990001
4,TAL_PY_2015,4359053281,1091136990001
4,TAL_PY_2015,4359343281,1091200013699
4,TAL_PY_2015,4359073281,1091136990001
4,TAL_PY_2015,4359363281,1091200013699
4,TAL_PY_2015,4359093281,1091136990001
4,TAL_PY_2015,4359383281,1091200013699
4,TAL_PY_2015,4359113281,1091136990001
4,TAL_PY_2015,4359403281,1091200013699
4,TAL_PY_2015,4359133281,1091136990001
4,TAL_PY_2015,4359423281,1091200013699
4,TAL_PY_2015,4359153281,1091136990001
4,TAL_PY_2015,4359443281,1091200013699
4,TAL_PY_2015,4359173281,1091136990001
4,TAL_PY_2015,4359463281,1091200013699
4,TAL_PY_2015,4359193281,1091136990001
4,TAL_PY_2015,4359483281,1091200013699
4,TAL_PY_2015,4359213281,1091136990001
4,TAL_PY_2015,4359503281,1091200013699
4,TAL_PY_2015,4359233281,1091136990001
4,TAL_PY_2015,4359523281,1091200013699
4,TAL_PY_2015,4359253281,1091136990001
4,TAL_PY_2015,4359543281,1091200013699
4,TAL_PY_2015,4359273281,1091136990001
4,TAL_PY_2015,4359563281,1091200013699
4,TAL_PY_2015,4359293281,1091136990001
4,TAL_PY_2015,4359583281,1091200013699
4,TAL_PY_2015,4359313281,1091136990001
4,TAL_PY_2015,4359603281,1091200013699
5,TAL_PY_2015,4339053281,1128136420042
5,TAL_PY_2015,4338793281,1128200423523
5,TAL_PY_2015,4339083281,1128136420042
5,TAL_PY_2015,4338823281,1128200423523
5,TAL_PY_2015,4339113281,1128136420042
5,TAL_PY_2015,4338853281,1128200423523
5,TAL_PY_2015,4339143281,1128136420042
5,TAL_PY_2015,4338883281,1128200423523
5,TAL_PY_2015,4339173281,1128136420042
5,TAL_PY_2015,4338913281,1128200423523
5,TAL_PY_2015,4339203281,1128136420042
5,TAL_PY_2015,4338943281,1128200423523
5,TAL_PY_2015,4339233281,1128136420042
5,TAL_PY_2015,4338973281,1128200423523
5,TAL_PY_2015,4339263281,1128136420042
5,TAL_PY_2015,4339003281,1128200423523
5,TAL_PY_2015,4339293281,1128136420042
5,TAL_PY_2015,4339033281,1128200423523
5,TAL_PY_2015,4339323281,1128136420042
5,TAL_PY_2015,4338783281,1128200423523
5,TAL_PY_2015,4339073281,1128136420042
5,TAL_PY_2015,4338813281,1128200423523
5,TAL_PY_2015,4339103281,1128136420042
5,TAL_PY_2015,4338843281,1128200423523
5,TAL_PY_2015,4339133281,1128136420042
5,TAL_PY_2015,4338873281,1128200423523
5,TAL_PY_2015,4339163281,1128136420042
5,TAL_PY_2015,4338903281,1128200423523
5,TAL_PY_2015,4339193281,1128136420042
5,TAL_PY_2015,4338933281,1128200423523
5,TAL_PY_2015,4339223281,1128136420042
5,TAL_PY_2015,4338963281,1128200423523
5,TAL_PY_2015,4339253281,1128136420042
5,TAL_PY_2015,4338993281,1128200423523
5,TAL_PY_2015,4339283281,1128136420042
5,TAL_PY_2015,4339023281,1128200423523
5,TAL_PY_2015,4339313281,1128136420042
5,TAL_PY_2015,4338773281,1128200423523
5,TAL_PY_2015,4339063281,1128136420042
5,TAL_PY_2015,4338803281,1128200423523
5,TAL_PY_2015,4339093281,1128136420042
5,TAL_PY_2015,4338833281,1128200423523
5,TAL_PY_2015,4339123281,1128136420042
5,TAL_PY_2015,4338863281,1128200423523
5,TAL_PY_2015,4339153281,1128136420042
5,TAL_PY_2015,4338893281,1128200423523
5,TAL_PY_2015,4339183281,1128136420042
5,TAL_PY_2015,4338923281,1128200423523
